sample_id,formula,working_ion,anion_family,target
mp-1042046,Ca(MoO2)2,Ca,oxide,220.56483669387984
mp-768106,Li4MnV(PO4)3,Li,phosphate_or_polyanion,90.46175139208437
mp-764381,Li4CuNi3O8,Li,oxide,323.49229909436923
mp-27035,LiCrP2O7,Li,phosphate_or_polyanion,381.6672859627648
mp-757833,Li2FeSiO4,Li,phosphate_or_polyanion,127.11662352361128
mp-1221227,Na3MnCoNiO6,Na,oxide,349.5644192535094
mp-758432,LiP3W2O13,Li,phosphate_or_polyanion,85.51149178617804
mp-771939,LiTi2Ni(PO5)2,Li,phosphate_or_polyanion,124.29661888589727
mp-767949,Li3Fe4(PO4)6,Li,phosphate_or_polyanion,99.89898304310148
mp-1367296,LiV4OF11,Li,halide,202.93981011552344
mp-25587,LiNiO2,Li,oxide,1181.5954092854552
mp-776705,LiV2OF5,Li,halide,404.9770088750756
mvc-11560,CaCr2O4,Ca,oxide,1040.4417893507036
mp-1046499,Ba2Mg2Tl2W3O10,Mg,oxide,558.3873037910761
mp-21966,NaNi4(PO4)3,Na,phosphate_or_polyanion,46.87619412682595
mp-1041135,HoMg(WO3)2,Mg,oxide,361.7474216567514
mp-1234029,La8Hf4MgO20,Mg,oxide,41.41706860760736
mp-1219672,Rb(Nb3Se4)2,other,other,69.43047930692373
mp-757896,Li7Mn14O32,Li,oxide,39.703968751118005
mp-1376390,Zn(NiO2)2,Zn,oxide,171.31528224928883
mp-753782,LiVF5,Li,halide,119.60937437349078
mp-759035,LiVF5,Li,halide,210.36660688435484
mp-774924,Li4Ti3Nb2Cr3O16,Li,oxide,587.5370461660132
mp-753227,LiCrO2,Li,oxide,99.49777339236896
mp-753113,Li4VF7,Li,halide,293.5281757314149
mp-778830,Li10Ti2Fe3Co3O16,Li,oxide,868.056311361219
mp-1113628,Rb3NiF6,other,halide,238.8443998659498
mp-780153,Li8FeO5F,Li,halide,328.2578307559156
mp-755860,Li4Cr3Sn3(SbO8)2,Li,oxide,527.1352704917583
mp-758042,Li4Fe3Co3(SbO8)2,Li,oxide,618.8890866072869
mp-556365,KCrF3,K,halide,285.8855547875846
mp-1046275,Sr2YCu2SbO7,other,oxide,731.5916734470658
mp-1042205,YCo(WO4)2,other,oxide,438.8595004768492
mp-780112,Li5Mn8(BO3)8,Li,phosphate_or_polyanion,11.011713632986336
mp-1044544,BaCaMn4O8,Ca,oxide,427.2132487305914
mp-26741,LiCu4(PO4)3,Li,phosphate_or_polyanion,97.38459074557218
mp-1116842,Ca2CrWO6,Ca,oxide,1474.442207559013
mp-557275,Ca3Mn2(Si2O7)2,Ca,phosphate_or_polyanion,78.68162677001284
mp-762583,Li3MnNi3O8,Li,oxide,316.20604448685583
mp-764340,Li2FeSiO4,Li,phosphate_or_polyanion,123.62820063182632
mp-19139,Mg2Mo3O8,Mg,oxide,274.61166413680127
mp-1248621,Li2CoSiO4,Li,phosphate_or_polyanion,61.86519018178355
mp-770331,Li2Ni2(SO4)3,Li,sulfide,193.8266491299897
mp-764707,Li3MnFeCo(PO4)3,Li,phosphate_or_polyanion,146.61342102026862
mp-771549,Li2Ti3VO8,Li,oxide,592.0918368223857
mp-565455,SrZnNi(PO4)2,Zn,phosphate_or_polyanion,560.12495862774
mp-19498,KCrPO4F,K,halide,49.854825024102944
mp-773084,Ba6Li2Ti7Nb9O42,Li,oxide,100.31580184773338
mp-763799,Li2Mn2FeO6,Li,oxide,780.7804592216925
mp-558578,Li3VF6,Li,halide,404.3642120777909
mvc-2210,CaTi5O7,Ca,oxide,661.2659651492397
mp-778226,Li3V4(OF3)3,Li,halide,305.74845813969824
mp-764639,Li2MnFe(PO4)2,Li,phosphate_or_polyanion,578.3175101253526
mp-771517,Li4Mn3Cr5O16,Li,oxide,635.582837479007
mp-1046548,Zn(WO2)4,Zn,oxide,117.04568470057706
mp-1365412,ZnCr2O4,Zn,oxide,71.89022004953372
mp-771991,Li6NiO4,Li,oxide,439.488374142994
mp-697726,Li2CoP2O7,Li,phosphate_or_polyanion,333.16004785869035
mp-766220,ZnCr3(SO4)6,Zn,sulfide,66.29858828737196
mp-777658,Li3V4(OF3)3,Li,halide,610.2915579099084
mp-757137,Li4CrNi3O8,Li,oxide,316.71752752788484
mp-764434,Li2VF6,Li,halide,314.1919776827619
mp-1445377,YMoO3,other,oxide,925.1929405610388
mp-1047705,CaCr2O4,Ca,oxide,293.786133423822
mp-774528,Li11Ti24O48,Li,oxide,1.0195984385559231
mp-1040792,Ca(NiO2)2,Ca,oxide,268.0908392259806
mp-25508,Li2CrPO4F,Li,halide,220.31520161978307
mp-781619,Li3Mn4(BO3)4,Li,phosphate_or_polyanion,14.85357881299903
mvc-12366,MgTi4O8,Mg,oxide,578.9479575539758
mp-779088,Li2MnV(PO4)3,Li,phosphate_or_polyanion,96.18590354481574
mvc-5054,Ca2CrWO6,Ca,oxide,1495.9448410454045
mp-767232,LiV2(PO4)2,Li,phosphate_or_polyanion,301.13702425317
mp-585432,LiMnPO4,Li,phosphate_or_polyanion,478.1600807757474
mp-1002569,MgMnO2,Mg,oxide,1029.5560216415367
mp-775982,Li3V2P4(HO8)2,Li,phosphate_or_polyanion,77.4878951447333
mp-1356436,Zn3Fe4(MoO4)6,Zn,oxide,245.68928111822103
mp-763906,Li2VCrO4,Li,oxide,593.8902279755833
mvc-12187,Ca(NiO2)2,Ca,oxide,1089.125180754077
mp-777495,Li2VP2O7,Li,phosphate_or_polyanion,611.1833019180106
mp-850928,Li9Nb7V12O48,Li,oxide,367.312469134856
mp-772030,LiTiO2,Li,oxide,77.07458619855663
mp-1039075,Mg3Bi,Mg,other,896.345702586945
mp-1042087,Mg(WO2)2,Mg,oxide,937.5499175560795
mp-778341,Li4Mn3Ni3(PO4)6,Li,phosphate_or_polyanion,390.8122882030705
mp-772468,Li2Cr3(CoO6)2,Li,oxide,335.4207223036023
mvc-6205,Zn(NiO2)2,Zn,oxide,1225.5015624121436
mp-770960,Li3TiV3O8,Li,oxide,580.6517388100755
mp-1177869,Li2V3CoO8,Li,oxide,149.65202278099474
mp-778466,Li4V3OF11,Li,halide,291.85430299132804
mp-758129,Li4Mn2Cr3Co3O16,Li,oxide,668.4609676892035
mp-775608,Li2MnCr3O8,Li,oxide,634.0276050119314
mp-1177993,Li2Mn3SnO8,Li,oxide,139.88029048504976
mp-778233,Li5V6O5F19,Li,halide,241.45573152755455
mp-1041676,Zn(SnO2)2,Zn,oxide,197.35265416562277
mp-1789447,Ca(NiO2)2,Ca,oxide,272.0270511836664
mp-752905,Li3V2(CO3)4,Li,oxide,47.37972333941471
mvc-13560,Ca(VS2)4,Ca,sulfide,344.2379564085733
mp-1044930,Mg(SnO2)2,Mg,oxide,880.859862907186
mp-1041000,Mg(NiO2)2,Mg,oxide,102.70003810837972
mp-1297798,Na3V5O10,Na,oxide,60.99985022347997
mp-779303,Li7Mn8(BO3)8,Li,phosphate_or_polyanion,33.365637963866305
mp-849772,LiTi3Nb(CuO4)3,Li,oxide,211.0963774314468
mp-1177494,Li4CrFe3Cu2(PO4)6,Li,phosphate_or_polyanion,379.61986815006173
mp-770097,Al(NiO2)2,Al,oxide,1931.7752081243589
mp-773235,Li3Fe3NiO8,Li,oxide,302.55512559266987
mp-1047900,BaMgWF7,Mg,halide,612.716719552894
mp-1043217,CaV2O5,Ca,oxide,368.8601315936723
mp-1385157,CaCr2F10,Ca,halide,220.83024039155848
mp-778769,LiV6O7F5,Li,halide,208.06008988234197
mp-16916,Ca6FeN5,Ca,other,107.34277414703156
mp-766853,LiMn2F7,Li,halide,346.5078505166982
mp-554777,NaCuPO4,Na,phosphate_or_polyanion,138.8663401513793
mp-26039,Li3Mn2(PO4)3,Li,phosphate_or_polyanion,48.19859558650853
mp-1176554,LiV3OF11,Li,halide,99.89911687859544
mp-1177618,Li3MnCr3O8,Li,oxide,302.3668095133619
mp-581813,Na3Fe2P2O8F3,Na,halide,65.48312914794866
mp-851027,LiFeO2,Li,oxide,1183.795082951198
mp-771661,Li3Cr(FeO3)2,Li,oxide,393.2777399556397
mp-1246464,Zn3SbN,Zn,other,1652.8704810904314
mp-753909,LiV(CO3)2,Li,oxide,107.22129435459958
mp-1044058,LaZnFeBiO6,Zn,oxide,321.09667332960305
mp-1575580,K3FePCO7,K,phosphate_or_polyanion,57.96028707081597
mp-766109,Li11V12(CoO8)4,Li,oxide,228.5712453681209
mp-1236324,LiFe8(O3F)4,Li,halide,39.92064911523836
mp-1048259,MgNiP2O7,Mg,phosphate_or_polyanion,180.85420887796357
mp-772050,Li4Mn5Cr3O16,Li,oxide,628.0880475511848
mp-25401,Li2TiPO4F,Li,halide,224.39021671475572
mp-756302,Li3Mn(CoO2)4,Li,oxide,896.5825115034065
mp-779379,LiV4OF11,Li,halide,202.4101813724689
mp-1389421,Mg(FeS2)2,Mg,sulfide,185.7406283261257
mp-566697,KCa9Mn(PO4)7,K,phosphate_or_polyanion,74.11141382313329
mp-705867,NaFe8F24,Na,halide,94.89917028466128
mp-768412,Li2CoSnO4,Li,oxide,269.389805370724
mp-19029,RbCr4O8,other,oxide,73.55793798715172
mp-756865,LiCrPO4,Li,phosphate_or_polyanion,146.3208413260249
mp-850174,Li4Cu2Ni5O12,Li,oxide,207.6511138261752
mp-756515,Li4Nb(TeO4)3,Li,oxide,552.3856286360201
mp-767993,Li2Fe(CO3)2,Li,oxide,366.2707065944422
mp-765989,Li2Mn(CO3)2,Li,oxide,239.88750334805073
mp-758673,LiNb2O4,Li,oxide,135.09143856857102
mp-762604,Li8VFe7(PO4)12,Li,phosphate_or_polyanion,385.5977877000184
mp-1044485,PrTi2ZnO6,Zn,oxide,379.91463360616166
mp-754193,Li3TiCr3O8,Li,oxide,147.9549604630064
mp-767189,Li2Mn7F16,Li,halide,274.375120617142
mp-1281387,AlV2O4,Al,oxide,452.1566987994322
mp-567303,Li2MnP2O7,Li,phosphate_or_polyanion,161.66303966546988
mp-850913,LiVOF3,Li,halide,593.1719007981084
mp-771623,Li5Mn3(PO4)4,Li,phosphate_or_polyanion,294.2211006300801
mp-761661,Li4Mn3Cu3(TeO8)2,Li,oxide,584.4596332545962
mp-759959,Li10Mn5Fe3O16,Li,oxide,845.748095656943
mp-1223754,K(Nb3Se4)2,K,other,70.13212908698107
mp-770594,Li2Co3BiO8,Li,oxide,602.5451581076826
mp-540296,Li2Mo(PO4)2,Li,phosphate_or_polyanion,147.42497465667026
mp-1048837,MgCr2O4,Mg,oxide,1171.0491081794669
mp-775303,Li2Fe(Si2O5)3,Li,phosphate_or_polyanion,141.6130971815218
mp-755193,Li2FeF6,Li,halide,220.50224702418484
mp-765238,Li4V3OF11,Li,halide,633.055113820987
mp-630880,LiNd2Tl(MoO4)4,Li,oxide,62.857036384338166
mp-775862,NaCoPO4,Na,phosphate_or_polyanion,137.5963718883061
mp-757481,Li2FeP2O7,Li,phosphate_or_polyanion,80.64170477690374
mp-1112121,Cs2RbSbBr6,other,halide,97.99044489554564
mp-30227,Rb2WCl6,other,halide,329.8154004900386
mp-770624,Li2CoPO4F,Li,halide,29.413415521982255
mp-1234725,Ho2MgAg2(WO4)4,Mg,oxide,133.54503783091798
mp-705087,Rb3CoNCl4O3,other,halide,422.3230519871668
mp-768040,Li11Mn12(BO3)12,Li,phosphate_or_polyanion,58.86142939066062
mp-1222315,LiLaTi2O6,Li,oxide,378.0272130924442
mp-18274,Ba4LiNb3O12,Li,oxide,152.84796216802602
mp-754504,LiMn3CrO8,Li,oxide,294.6340918103761
mp-1046839,Mg2Nb2CrO8,Mg,oxide,579.4491806995798
mp-764593,Li3Fe3OF7,Li,halide,403.0803794933462
mp-1224082,K(Ti3Se4)4,K,other,18.088825759616633
mp-769702,LiMn4O8,Li,oxide,74.34286853898891
mp-771027,Li2FeAsCO7,Li,oxide,75.11560094363307
mp-1047722,Zn(WO2)2,Zn,oxide,259.25216787294096
mp-753427,LiP2WO8,Li,phosphate_or_polyanion,142.68478169504277
mp-776398,Li4Fe5Sb(PO4)6,Li,phosphate_or_polyanion,373.1622488290359
mvc-12110,MgMn2O4,Mg,oxide,1250.3548962716118
mp-772200,Na6Fe2As(CO4)4,Na,oxide,121.253403481226
mp-1179694,RbVCu3Se4,other,other,190.48286528175575
mp-770632,Li3CrO4,Li,oxide,253.18607924746436
mp-1389439,Zn(CuN)2,Zn,other,660.494510020146
mp-1238817,Li(CrS2)2,Li,sulfide,89.58011051782287
mp-768582,Na3BiBPO7,Na,phosphate_or_polyanion,246.9974950885561
mp-767950,Li4Ni5O9,Li,oxide,575.9223163788664
mp-1046186,Sr2YCu2SnO7,other,oxide,730.3856059422321
mp-1047854,CaV3P3O13,Ca,phosphate_or_polyanion,176.12859727500157
mp-1374666,Mg(FeO2)2,Mg,oxide,161.05913373773924
mp-778653,LiLa3Ti3CrO12,Li,oxide,185.5763558806997
mp-774824,Li2MnV4CuO12,Li,oxide,341.4358781566244
mp-1375712,YWO3,other,oxide,315.9568843504806
mp-1042695,Mg2Cr3O8,Mg,oxide,630.7435751273849
mp-1147744,Li2VPO5,Li,phosphate_or_polyanion,478.0439990853471
mp-1042996,Mn4ZnO6,Zn,oxide,183.3848137976626
mp-887355,Li7MnCo3(PO4)6,Li,phosphate_or_polyanion,93.14066901792438
mp-861668,LiV2OF5,Li,halide,423.0557611781121
mp-1044073,MgCr2(PO5)2,Mg,phosphate_or_polyanion,138.76312325269254
mp-774310,Li10Cr2Fe3Co3O16,Li,oxide,881.55777340148
mp-771250,Na3SiSnCO7,Na,phosphate_or_polyanion,263.69296408705407
mp-556540,Na3Fe3(PO4)4,Na,phosphate_or_polyanion,193.84490894884615
mp-26785,LiNiP2O7,Li,phosphate_or_polyanion,94.68271467593172
mp-776389,LiV2OF5,Li,halide,135.39835129478462
mvc-5456,Mg(NiO2)2,Mg,oxide,1260.1210191704051
mp-1332615,Ca3Ge3(MoO6)2,Ca,oxide,258.4293688450254
mp-540434,LiCo(PO3)4,Li,phosphate_or_polyanion,177.37534695930438
mp-761166,LiFeF3,Li,halide,393.275943176434
mp-1233322,Mg(NiN)2,Mg,other,709.4290845816349
mp-1112353,Cs3SbCl6,other,halide,106.23914911205824
mp-771451,Li5Mn2Cu3O10,Li,oxide,240.80769063782407
mp-684066,Li2Ti(PO3)5,Li,phosphate_or_polyanion,68.84187368019677
mp-1221416,Na(Nb3Se4)2,Na,other,71.39321675908938
mp-771011,Li2FeCSO7,Li,sulfide,152.38558259528384
mp-1345605,CaTi2O4,Ca,oxide,129.01021215208132
mp-1379411,YMoO3,other,oxide,512.4677956853506
mp-1234620,MgFe10(O4F)4,Mg,halide,129.60005998612334
mp-1222423,LiTa2CuO6,Li,oxide,399.5718796915709
mp-774039,LiMn(SO4)2,Li,sulfide,287.61315297038794
mp-771536,Li7Co5O12,Li,oxide,677.1089912283913
mp-26847,LiCoP2O7,Li,phosphate_or_polyanion,82.31011394013136
mp-1154753,MgCo(SiO3)2,Mg,phosphate_or_polyanion,198.23552172229597
mp-753977,Li4Mn3(OF3)2,Li,halide,396.08538459618455
mp-1402980,Mg(CoO2)2,Mg,oxide,165.7301127937024
mp-777017,Li8Mn7Ni(PO4)12,Li,phosphate_or_polyanion,395.6514766687254
mp-768898,LiMn2(SO4)3,Li,sulfide,47.745690472106595
mp-771227,Li19(CoO4)4,Li,oxide,117.06358106041334
mvc-13419,CaLa2CrO6,Ca,oxide,651.6115393971653
mp-752821,Li3V5O12,Li,oxide,620.6138910870491
mp-757721,Li4Mn3Cu(PO4)4,Li,phosphate_or_polyanion,577.6934815476196
mp-767570,Li4Mn3Fe(PO4)4,Li,phosphate_or_polyanion,574.2401729476331
mp-555869,LiV2O5,Li,oxide,218.720988654726
mp-753365,NaV3O6,Na,oxide,128.12002110686285
mp-780193,LiCr(PO3)3,Li,phosphate_or_polyanion,66.63933287772272
mp-1177151,Li5Fe2P2(CO7)2,Li,phosphate_or_polyanion,162.18151452835292
mp-755201,Li3Fe(CuO3)2,Li,oxide,406.7007863072624
mp-585354,LiCr2P3O10,Li,phosphate_or_polyanion,116.7951873118552
mp-780833,Li2MnSiO4,Li,phosphate_or_polyanion,242.5153848995593
mp-771416,Na3Li3Mn2P2(CO7)2,Na,phosphate_or_polyanion,447.1954870494773
mp-770067,Li2CrCSO7,Li,sulfide,302.9749743957679
mp-1044027,CaLaFeWO6,Ca,oxide,684.3621918221895
mp-1110637,Na2LiNbF6,Na,halide,653.2343425417573
mp-777338,Li5Ni2(PO4)3,Li,phosphate_or_polyanion,60.054927062763205
mp-1040851,ZnSn2P2O9,Zn,phosphate_or_polyanion,103.89340796722458
mp-1047060,MgWO2,Mg,oxide,214.74745909319657
mp-777069,LiMn2PO5,Li,phosphate_or_polyanion,407.36369944333137
mp-781754,Li3Mn2(P2O7)2,Li,phosphate_or_polyanion,237.4295867050323
mp-767163,Li2VCr(P2O7)2,Li,phosphate_or_polyanion,166.94252039686552
mp-765701,Li4V3FeO8,Li,oxide,292.70308968842767
mp-760823,Li11V4F24,Li,halide,37.690462459414725
mp-757169,Li2Mn(SiO3)2,Li,phosphate_or_polyanion,177.04467786374502
mp-1369469,CaVP2O7,Ca,phosphate_or_polyanion,164.93050641695797
mp-758022,LiCoPO4,Li,phosphate_or_polyanion,124.36160883103392
mp-760372,Na5Ti12O24,Na,oxide,39.2602986451763
mp-1234569,MgMn2(P2O7)2,Mg,phosphate_or_polyanion,167.2964769317987
mp-1046077,Sr2YCr2GaO7,other,oxide,719.2914616557066
mp-780762,Li4Co2(PO4)3,Li,phosphate_or_polyanion,46.91212429518127
mp-1177429,Li4Fe3(SiO4)3,Li,phosphate_or_polyanion,12.349407644962508
mp-770181,LiFe2(SO4)3,Li,sulfide,192.06790804855396
mp-26649,Li2SnP2O7,Li,phosphate_or_polyanion,567.5880068081268
mp-851014,Li5Mn6(BO3)6,Li,phosphate_or_polyanion,117.7248302750464
mp-1029828,RbCrN2,other,other,82.07844590762745
mp-763181,LiCrCo3O8,Li,oxide,319.53186554069487
mp-1043121,MgMn4(CuO4)3,Mg,oxide,447.0834963857405
mp-753828,Li2CoSiO4,Li,phosphate_or_polyanion,131.92774444753834
mvc-11636,Y(NiO2)2,other,oxide,1579.1687497889975
mp-26089,Li2CoP2O7,Li,phosphate_or_polyanion,71.48437313384403
mp-25584,LiMo3O8,Li,oxide,274.22142206006885
mp-1648759,ZnCr(GeO3)2,Zn,oxide,175.20493238975516
mp-763825,Na2LiVPO6,Li,phosphate_or_polyanion,317.8450079439302
mp-865132,Li4Ti3Fe3(SbO8)2,Li,oxide,570.8955720586437
mp-26967,LiCr4(PO4)3,Li,phosphate_or_polyanion,46.6127900591588
mp-758629,LiCrCo3O8,Li,oxide,157.69399493433994
mp-1222418,NaFeCuS2,Na,sulfide,503.0476919798935
mp-771908,LiFePO4F,Li,halide,51.01483031637168
mp-557084,Al2CuSi2O7F2,Al,halide,289.93130058278143
mp-556284,MnAlF5,Al,halide,1005.6082975923767
mp-1291335,LiFeBO3,Li,phosphate_or_polyanion,20.220321991702946
mp-684106,LiSbP2O7,Li,phosphate_or_polyanion,305.0248954112302
mp-21541,CaV2P2O9,Ca,phosphate_or_polyanion,126.71453936787708
mp-560117,CsMn(PO3)4,other,phosphate_or_polyanion,81.63586108382002
mp-765497,LiVF4,Li,halide,155.63844248452216
mp-973446,K3W,K,other,727.0998022341355
mp-1044962,Ca7(TiS2)8,Ca,sulfide,297.38654204188
mp-767478,Li4MnFe3(PO4)4,Li,phosphate_or_polyanion,583.8056815203441
mp-971966,Zn3Sb,Zn,other,3482.658958762782
mp-765312,Li3VFeP2(HO5)2,Li,phosphate_or_polyanion,228.4353660878872
mp-1775070,Mg(NiS2)2,Mg,sulfide,185.64061275536503
mp-1176567,LiV3OF11,Li,halide,101.83411075783911
mp-1041880,CaCuW2O7,Ca,oxide,82.64466901096867
mp-770026,Na5LiMn2P2(CO7)2,Li,phosphate_or_polyanion,140.89582786866436
mp-1301572,MgMn2O4,Mg,oxide,303.9962038464918
mp-765528,Li2VOF3,Li,halide,591.3719479937891
mp-754000,Li2VF5,Li,halide,492.619003110407
mp-1042151,BaYCuSbO5,other,oxide,991.334357693533
mp-765286,LiSn(PO3)4,Li,phosphate_or_polyanion,194.3766707118458
mp-754708,Li3V5Cr2O12,Li,oxide,195.60224144787549
mp-773213,Li3Fe(BO3)2,Li,phosphate_or_polyanion,390.9272540651672
mp-774307,Li2MgCr3(SO4)6,Li,sulfide,190.8334059338871
mp-763645,Li2FeSiO4,Li,phosphate_or_polyanion,508.9561423294185
mp-766441,Li2V(CO3)2,Li,oxide,85.19606978193478
mp-772826,K2LiTi2(AsO5)2,Li,oxide,180.05677605655936
mp-777339,LiV3OF11,Li,halide,100.66488988304737
mp-1045600,Ti4Al(CuO4)3,Al,oxide,650.7531926176719
mp-767497,Li9Ti7Nb5O30,Li,oxide,158.96563630387553
mp-770897,Li4TiCo3O8,Li,oxide,316.22848141501856
mp-1040876,CaMo2P2O9,Ca,phosphate_or_polyanion,117.39458904492125
mp-1197196,Li2Mo15Se19,Li,other,55.51117488117396
mp-1045901,Ba2MgCuMo2F14,Mg,halide,305.99913037218886
mp-1045717,Ca(WO3)2,Ca,oxide,184.79544420303336
mp-1374186,MgMn2O4,Mg,oxide,156.29435445232184
mp-774722,LiLa20Cu9O40,Li,oxide,46.34469549976065
mp-1044622,MgTi2O4,Mg,oxide,95.25104494151974
mp-850464,Li5Cr4O8,Li,oxide,279.7860826952631
mp-758142,Li6TiFe3(PO4)6,Li,phosphate_or_polyanion,568.9622724511415
mp-1045494,AlV2O4,Al,oxide,1767.8793717331098
mp-1048406,BaYNi4O7,other,oxide,731.929121697554
mp-1046565,Sr2YGaCo2O7,other,oxide,751.1854092000752
mp-775236,LiMnO2,Li,oxide,289.7039387188625
mp-861609,Li2Mn4Si4O13,Li,phosphate_or_polyanion,335.26809186319224
mp-25289,LiCo(WO4)2,Li,oxide,320.6356299950733
mp-1400241,Ca(CoO2)4,Ca,oxide,180.57131172147163
mp-1364538,CaCr2O4,Ca,oxide,64.39870247408629
mp-759232,LiMnV(P2O7)2,Li,phosphate_or_polyanion,84.14709399947716
mp-761493,KMn6O12,K,oxide,50.28430625677779
mp-1041144,Ca(WO2)2,Ca,oxide,71.88887210318488
mp-691115,Li4Mn5O12,Li,oxide,52.79013799982455
mvc-15039,Zn(FeO2)2,Zn,oxide,1166.8162836487925
mvc-12638,Mg(NiO2)2,Mg,oxide,594.2259278488008
mp-768023,LiV3Zn2O8,Li,oxide,295.81909168299165
mvc-62,Ca(CoS2)4,Ca,sulfide,386.0639783910143
mp-763842,Na3LiMnBPO7,Li,phosphate_or_polyanion,257.1019257405503
mp-764956,Li2CoSiO4,Li,phosphate_or_polyanion,505.8339119750844
mp-772298,LiTi2Ni(PO5)2,Li,phosphate_or_polyanion,248.59321976472503
mp-1348382,ZnSbO3,Zn,oxide,180.876596379369
mp-31890,Li4Fe(PO4)2,Li,phosphate_or_polyanion,64.39095099637103
mp-26285,LiBi2(PO4)3,Li,phosphate_or_polyanion,166.784594520995
mp-775947,Li3V4(OF3)3,Li,halide,613.2682920500566
mp-762657,LiFe(PO3)3,Li,phosphate_or_polyanion,129.02570032235516
mp-765854,Li3V2F12,Li,halide,153.8762627058811
mp-778864,Li2Mn3(PO4)3,Li,phosphate_or_polyanion,16.394090641277632
mp-1221066,NaCoO2,Na,oxide,1030.2267597001487
mp-765055,Li2Mn2F7,Li,halide,152.53301661308606
mp-763558,LiV2(CO3)4,Li,oxide,207.9320198029786
mp-1023608,Mg15Ti,Mg,other,3481.813843264619
mp-1235748,LiTiH6(OF3)2,Li,halide,243.08313789108084
mp-754251,K3SnPCO7,K,phosphate_or_polyanion,204.2503614894916
mp-771116,Li3Mn4CrO8,Li,oxide,831.6783735042886
mp-764787,LiVOF3,Li,halide,694.4490662508617
mp-684090,LiSbP2O7,Li,phosphate_or_polyanion,317.38792900479
mp-1176404,Na2CuCSO7,Na,sulfide,138.36336818955286
mp-765363,Li2VF4,Li,halide,503.519717219724
mp-1041507,Mg3Ni3(AsO4)4,Mg,oxide,406.5917598459825
mp-781083,Li8Mn7V(PO4)12,Li,phosphate_or_polyanion,391.11245634427024
mp-763334,Li4Mn5Cr(PO4)6,Li,phosphate_or_polyanion,370.9933170055074
mp-765649,Li11Ti12(NiO8)4,Li,oxide,223.2681760101867
mp-532334,Na(WO3)8,Na,oxide,6.0480426248874695
mp-859108,Li2Mn2Si2O7,Li,phosphate_or_polyanion,302.6682890034288
mp-560212,Li2Ni(SO4)2,Li,sulfide,76.54933698316026
mp-22417,LiNiPO4,Li,phosphate_or_polyanion,78.21819027860347
mp-552307,Li2Co(WO4)2,Li,oxide,155.60699935129924
mp-540168,Li3Co3(PO4)4,Li,phosphate_or_polyanion,428.11358850568985
mp-770910,Li3Mn(BO3)2,Li,phosphate_or_polyanion,73.84368544366122
mvc-2562,V5ZnO7,Zn,oxide,636.4987688723486
mp-777032,Li3V5O12,Li,oxide,172.1422440853726
mp-25386,Li(FeO2)2,Li,oxide,147.50769788744157
mp-755695,Li2CoGeO4,Li,oxide,123.62924994568576
mp-1041464,MgFe3P3O13,Mg,phosphate_or_polyanion,184.2561461912265
mp-771482,Na2FeCSO7,Na,sulfide,276.5034346809101
mp-1180276,MgVCu3Se4,Mg,other,461.34030285081695
mp-1192423,BaYCo4O7,other,oxide,723.6571203284011
mp-673145,LiCu4(PO4)3,Li,phosphate_or_polyanion,94.20879946909032
mp-1016155,NaMn4O8,Na,oxide,63.975670995471894
mp-1013546,Ca3Sb2,Ca,other,1382.8517528007894
mp-1176876,Li7MnCo3(PO4)6,Li,phosphate_or_polyanion,93.14068115912784
mp-753489,Zn(CoO2)2,Zn,oxide,296.1277709126259
mp-1041164,CaTi3P3O13,Ca,phosphate_or_polyanion,172.90453915522644
mp-772283,Li2Cr3SbO8,Li,oxide,599.2441855031102
mp-19611,ScZnMo3O8,Zn,oxide,535.3623540543856
mp-1222726,Li(TiTe2)2,Li,other,122.72817066175232
mp-26409,LiTi(PO3)4,Li,phosphate_or_polyanion,99.11745750470315
mp-1043526,MgCr(Si2O5)2,Mg,phosphate_or_polyanion,110.60239982509076
mp-25809,Li6Fe9(PO4)8,Li,phosphate_or_polyanion,421.64843795441845
mp-762800,Li4VF7,Li,halide,293.528142722975
mp-1376041,CaCo2(P2O7)2,Ca,phosphate_or_polyanion,175.6296365184955
mvc-14772,V2ZnS4,Zn,sulfide,694.2841284488685
mp-781610,Li3Mn4(BO3)4,Li,phosphate_or_polyanion,44.15439428987017
mp-776412,LiMnP2O7,Li,phosphate_or_polyanion,81.9292833107873
mp-1048325,Ba2YCr3O7,other,oxide,716.8650852713682
mp-765570,Li2Mn(PO4)2,Li,phosphate_or_polyanion,299.3886378556336
mvc-4299,Al(SnO2)2,Al,oxide,1390.166142787736
mp-1233132,Y4Mg(BiO3)4,Mg,oxide,66.56450180302504
mp-765803,Li2FeCoO4,Li,oxide,805.094042292671
mp-32395,Li2Ni3(P2O7)2,Li,phosphate_or_polyanion,177.6938347444154
mvc-132,Ba2Mg3Tl2(NiO3)4,Mg,oxide,914.2293166410102
mp-765283,Li5TiV3O8,Li,oxide,835.8354589502255
mp-26141,LiNi(PO3)4,Li,phosphate_or_polyanion,100.2918324696585
mp-779071,LiV2(OF)3,Li,halide,142.1344600712303
mp-757477,Li4MnV3(PO4)4,Li,phosphate_or_polyanion,574.4968839543353
mvc-3905,Zn3Cr2(SiO4)3,Zn,phosphate_or_polyanion,1293.0020200332915
mp-758625,LiCo2C2O7,Li,oxide,142.10998541019163
mp-778458,Li3Cu2(SO4)3,Li,sulfide,181.19124460018395
mp-644500,Zn7Mo,Zn,other,744.756405933276
mp-1251086,Al5(FeO4)3,Al,oxide,107.77461815226704
