sample_id,formula,working_ion,anion_family,target
mp-558050,Rb2NaMnF6,Na,halide,3.825671315000004
mp-766910,Li2VF6,Li,halide,4.257845779999995
mp-640228,Ca3Nb2CoO9,Ca,oxide,3.562260081249998
mp-1177805,Li2V4CuNiO12,Li,oxide,2.6740106333333435
mp-1040810,CaCr2O4,Ca,oxide,3.0599076925000004
mp-1176738,LiMn7O14,Li,oxide,4.18376127333345
mp-1177536,Li3Ni3TeO8,Li,oxide,4.312342373333327
mp-695805,Li2FeP2O7,Li,phosphate_or_polyanion,3.2707459483333325
mp-780214,Li4Mn3Cr3O12,Li,oxide,3.6202532499999953
mp-759241,Li4Fe7O12,Li,oxide,3.4209205333333204
mp-558434,Ca3CuRhO6,Ca,oxide,3.166095935000004
mp-757417,Li4Mn3Ni(PO4)4,Li,phosphate_or_polyanion,4.036426480833332
mp-759155,Li2Fe2C2O7,Li,oxide,3.078690095833335
mp-26326,LiFeP2O7,Li,phosphate_or_polyanion,6.099379853333336
mp-1078548,Mg7Ti,Mg,other,-0.0442212135714288
mp-758684,Li2NiSnO4,Li,oxide,3.4189789858333315
mp-765960,Li3MnVP2(HO5)2,Li,phosphate_or_polyanion,2.521873710000028
mp-756307,Li3TiV3O8,Li,oxide,2.7907916483333297
mp-1185639,Mg149Ti,Mg,other,0.0135606237676055
mp-764634,Li2CoSiO4,Li,phosphate_or_polyanion,4.055953179999994
mp-1042597,Zn(MoO2)2,Zn,oxide,0.2023038100000006
mp-1379702,VZnO2,Zn,oxide,-0.074045989999999
mp-19533,Al2Fe3(SiO4)3,Al,phosphate_or_polyanion,3.0971802875000045
mp-19844,Na(FeSb3)4,Na,other,0.9655919965517124
mp-1042458,YTa(WO4)2,other,oxide,2.3957614422222213
mp-849779,LiSi6BiO14,Li,phosphate_or_polyanion,4.225349554999985
mp-755111,LiV4OF11,Li,halide,2.4879665633333348
mp-761394,Li4Fe2Si3O10,Li,phosphate_or_polyanion,2.920620265000001
mp-18162,Li(CuO)2,Li,oxide,3.000944633333334
mp-779936,Na4Fe2P(CO4)4,Na,phosphate_or_polyanion,4.311660535000011
mp-759929,LiMn2F7,Li,halide,5.409131780833333
mp-779340,LiV4O5F7,Li,halide,3.352467548333327
mp-1080243,MgMnO2,Mg,oxide,2.1886658433333346
mp-27003,Li3Mo2(PO4)3,Li,phosphate_or_polyanion,3.0938111608333303
mp-831160,LiFePO4,Li,phosphate_or_polyanion,3.321968453333338
mp-771995,LiFeO2,Li,oxide,3.971567880000008
mp-771233,Li5Fe2Cu3O10,Li,oxide,3.9206311733333377
mp-760827,Li2VF4,Li,halide,1.8823627770833344
mp-1044693,Ca(SbO2)2,Ca,oxide,2.42629450875
mp-757670,Li4Mn2Si3O10,Li,phosphate_or_polyanion,3.345647345833332
mp-1040876,CaMo2P2O9,Ca,phosphate_or_polyanion,3.1683243749999996
mvc-13560,Ca(VS2)4,Ca,sulfide,1.779516748750001
mp-1343472,Mg(NiO2)2,Mg,oxide,3.461009657500001
mp-757026,Li2MnCo3O8,Li,oxide,4.032006620833333
mp-758142,Li6TiFe3(PO4)6,Li,phosphate_or_polyanion,4.253617078333335
mp-26561,Li3Mo3(PO4)4,Li,phosphate_or_polyanion,4.034618058888881
mp-1176765,Na5Mn2P2(CO7)2,Na,phosphate_or_polyanion,3.099622796551703
mp-1048900,MgV2O4,Mg,oxide,2.5844487524999993
mp-1396010,Zn(FeO2)2,Zn,oxide,2.116709575000002
mp-765627,LiFePO4,Li,phosphate_or_polyanion,3.509247768333343
mp-849619,Li3Fe8(BO3)8,Li,phosphate_or_polyanion,3.2479085383333244
mp-757563,LiCoPO4,Li,phosphate_or_polyanion,3.514961390833333
mp-504836,YMn4(CuO4)3,other,oxide,3.3627615799999977
mp-1043946,MgFe3(P2O7)2,Mg,phosphate_or_polyanion,2.4372731899999893
mp-780918,Li2MnSiO4,Li,phosphate_or_polyanion,4.177115099999986
mp-1044937,MgTi2P2O9,Mg,phosphate_or_polyanion,1.141390084999995
mp-769110,LiCo2(SO4)3,Li,sulfide,5.606004990833331
mp-1043670,Zn(Ni2O3)2,Zn,oxide,2.503435912499996
mp-1094941,MgSb,Mg,other,0.1828603850000001
mp-31539,Li4Co(PO4)2,Li,phosphate_or_polyanion,4.342822867499995
mp-763181,LiCrCo3O8,Li,oxide,4.542407240000008
mp-1046077,Sr2YCr2GaO7,other,oxide,2.699430668333335
mp-26193,LiMo2P3O13,Li,phosphate_or_polyanion,3.826386038333344
mp-26845,Li3Mn2(PO4)3,Li,phosphate_or_polyanion,4.0259925333333175
mp-758510,Li2Mn2NiO6,Li,oxide,3.788265423333319
mp-18932,LiPr(WO4)2,Li,oxide,4.947659528333336
mvc-12110,MgMn2O4,Mg,oxide,2.418603389999999
mp-771191,Li5Co7O16,Li,oxide,4.557680973333338
mp-773463,K2CoPCO7,K,phosphate_or_polyanion,4.009902533000002
mvc-5625,ZnP2WO7,Zn,phosphate_or_polyanion,-0.3156716150000016
mp-771250,Na3SiSnCO7,Na,phosphate_or_polyanion,1.0764741500000057
mp-863384,Li2VF5,Li,halide,4.029588308333328
mp-768020,Li2MnSiO4,Li,phosphate_or_polyanion,3.830646998333326
mp-778233,Li5V6O5F19,Li,halide,4.2790906583333355
mp-775679,Li2Mn3CrO8,Li,oxide,4.290208085833332
mp-779806,Li5V6O5F19,Li,halide,4.30996369
mp-1041160,Ti3ZnP3O13,Zn,phosphate_or_polyanion,-0.8146472474999976
mp-26181,LiFeP2O7,Li,phosphate_or_polyanion,5.2778281133333325
mp-1778883,MgFeF4,Mg,halide,4.353590335000001
mvc-5578,CaFeP2O7,Ca,phosphate_or_polyanion,4.267511638750004
mp-1043628,Zn(SnO2)4,Zn,oxide,-0.216084937500002
mp-761783,Li5Co2Cu3O10,Li,oxide,3.5871661350000017
mp-1177108,Li5Fe4(Si3O10)2,Li,phosphate_or_polyanion,2.976422073333315
mp-1046557,Mg4Cr5(TeO6)3,Mg,oxide,2.625542603124995
mp-761951,LiCoPO4,Li,phosphate_or_polyanion,3.779189132499992
mp-1044626,Zn(SnO2)2,Zn,oxide,0.1692818583333354
mp-1048666,Ca3(TiS2)8,Ca,sulfide,1.2460818149999993
mp-1234707,MgFe3Co5O16,Mg,oxide,3.391434629999996
mp-777109,Li6Ni2C4SO16,Li,sulfide,4.812775844999996
mp-767724,Li5Fe3(BO3)4,Li,phosphate_or_polyanion,2.643805974999997
mp-757600,Li3MnF6,Li,halide,3.814576093333334
mp-566509,Na3Fe3(PO4)4,Na,phosphate_or_polyanion,4.99169019833333
mp-505175,CaCo3(P2O7)2,Ca,phosphate_or_polyanion,4.362022191250001
mp-759308,Li2Mn2(PO4)3,Li,phosphate_or_polyanion,4.234602778333344
mp-763309,Li2CoSiO4,Li,phosphate_or_polyanion,3.871642212500004
mp-1227354,Ca(TiS2)2,Ca,sulfide,1.3695998650000003
mp-766101,Li2FeP2HO8,Li,phosphate_or_polyanion,5.147194610833329
mp-777088,LiV2OF5,Li,halide,3.073255735000002
mp-760293,LiMn2F5,Li,halide,4.316374028333333
mvc-14915,CaTi4O8,Ca,oxide,1.9301374037500052
mp-504262,LiCo(PO3)3,Li,phosphate_or_polyanion,5.370706193333338
mp-19335,KCr3O8,K,oxide,5.188686018000006
mp-757635,Li4MnP2O9,Li,phosphate_or_polyanion,4.732444263333325
mp-780923,Li4V5Cr2O12,Li,oxide,2.147743230000008
mp-773444,MgV3O7,Mg,oxide,2.6353549175
mp-764762,Li(FeO2)2,Li,oxide,4.373614600000002
mp-774174,NaMn2O4,Na,oxide,3.647566086551723
mp-761517,Li4MnSi2O7,Li,phosphate_or_polyanion,4.024399149999999
mp-561965,Ca3Nb2CoO9,Ca,oxide,3.848830143749995
mp-775791,Li2TiFe2O5,Li,oxide,2.563664194999992
mp-770901,LiFeCSO7,Li,sulfide,4.6416340933333275
mp-773184,Li2MnSnO4,Li,oxide,2.077381989999997
mp-1200057,Li7La3(SnO6)2,Li,oxide,3.8899456754385895
mp-762038,Li4CrCo3(PO4)4,Li,phosphate_or_polyanion,3.8461369425000007
mp-1234195,Y4Mg(WO5)4,Mg,oxide,3.557029565000012
mp-770047,Li5Mn2P2(CO7)2,Li,phosphate_or_polyanion,3.1180163599999893
mp-765445,Li2VF4,Li,halide,2.1116118000000035
mp-770397,Mg(NiO2)2,Mg,oxide,3.3913672325
mp-761599,Li4MnP2O9,Li,phosphate_or_polyanion,4.723576990000003
mp-779972,ZnCoO2,Zn,oxide,1.247617187499999
mp-1256217,Ca3Co2(Si2O7)2,Ca,phosphate_or_polyanion,4.853222825000006
mp-761469,LiFePO4,Li,phosphate_or_polyanion,3.213570862499997
mp-26539,Li3V(PO4)2,Li,phosphate_or_polyanion,3.3124548683333375
mp-763110,Li2Fe3(CoO4)3,Li,oxide,4.447368349999989
mp-853140,Li4Mn5Sn(PO4)6,Li,phosphate_or_polyanion,3.355122724999992
mp-756068,LiVOF3,Li,halide,4.157885925833331
mp-1041880,CaCuW2O7,Ca,oxide,2.676410097499999
mp-557595,CaV2CuO7,Ca,oxide,4.527557858333327
mp-1044530,PrMg(MoO3)2,Mg,oxide,1.8633481599999984
mp-763349,Li2MnF4,Li,halide,4.033669358333332
mp-761393,LiP4WO13,Li,phosphate_or_polyanion,5.2324398250000055
mp-31600,LiCo(PO3)4,Li,phosphate_or_polyanion,5.340610038333314
mp-1390164,V2ZnS4,Zn,sulfide,0.5952046375000007
mp-761451,Li2CrPO5,Li,phosphate_or_polyanion,4.038528896249998
mp-761137,Li10Ti3Mn5O16,Li,oxide,1.9792159500000015
mp-775182,Li3Mn4(BO3)4,Li,phosphate_or_polyanion,3.355429429999992
mp-1374973,Ca3Co2(WO6)2,Ca,oxide,4.4930702199999955
mp-776557,Na3V2(PO4)3,Na,phosphate_or_polyanion,3.3489169982183884
mp-776517,Li3Mn4(BO3)4,Li,phosphate_or_polyanion,3.1500469533333484
mp-767241,Li4Mn3Sb(PO4)4,Li,phosphate_or_polyanion,3.1223326275000054
mp-1173873,Na16(WO3)19,Na,oxide,1.0317159813635868
mp-761633,Li3Mn(CoO3)2,Li,oxide,3.1359632083333264
mp-770144,Na5LiFe2P2(CO7)2,Li,phosphate_or_polyanion,2.999182490000015
mp-1177935,Li2Mn3CoO8,Li,oxide,4.053808303333331
mp-6189,CaCu(Si2O5)2,Ca,phosphate_or_polyanion,4.0612944749999995
mp-763806,Li4(NiO2)5,Li,oxide,3.8990693400000103
mp-755397,Li5Mn3(SnO5)2,Li,oxide,3.010889218333351
mp-560936,Rb2NaCrF6,Na,halide,5.072659564999998
mp-26317,LiCrPO4,Li,phosphate_or_polyanion,2.403661015833334
mp-769631,Li2Mn3NiO8,Li,oxide,4.6047918833333314
mp-33325,Mg(FeO2)2,Mg,oxide,3.958045042500001
mp-765837,Li8VO5F,Li,halide,1.3437755500000086
mp-761634,Li2MnCr(PO4)2,Li,phosphate_or_polyanion,3.2690713825
mp-19261,Na3MnPCO7,Na,phosphate_or_polyanion,2.9634277765517147
mp-1177797,Li2VF6,Li,halide,4.71308642047619
mp-1041934,Zn(MoO2)2,Zn,oxide,0.2896379275000007
mp-25883,LiFe3(P3O10)2,Li,phosphate_or_polyanion,4.476146758333333
mp-504882,CaSb10(S3O5)2,Ca,sulfide,4.173518533750008
mp-778011,Li3Cr(Si2O5)3,Li,phosphate_or_polyanion,3.1316215708333504
mp-766486,LiCuS2,Li,sulfide,1.7887519783333332
mp-1220949,Na7Fe4P9O32,Na,phosphate_or_polyanion,5.024058592266007
mp-1326513,MgWO3,Mg,oxide,1.6163590375000014
mp-1212139,Li6La3(SbO6)2,Li,oxide,0.8577214808333384
mp-1176888,Li6VCr3(PO4)6,Li,phosphate_or_polyanion,4.094417748333337
mp-771593,Li5Fe2Ni5O12,Li,oxide,4.018574225000014
mp-568914,K2WCl6,K,halide,3.0821357029999987
mp-1045354,Y(VS2)2,other,sulfide,1.065731227222223
mp-1206768,Rb2NaVCl6,Na,halide,2.6784107349999955
mp-1235315,LiMn6O5F7,Li,halide,2.9436797033333493
mp-1236151,LiTi4O6,Li,oxide,1.2077628233333304
mp-761142,Li5Ti2Co3O10,Li,oxide,3.0847568333333344
mp-27035,LiCrP2O7,Li,phosphate_or_polyanion,5.046225483333335
mp-857355,LiMnPO4,Li,phosphate_or_polyanion,4.163795528333343
mp-1220892,NaTi3Nb(CuO4)3,Na,oxide,3.337308996551716
mp-768514,Li9TiMn3(PO4)6,Li,phosphate_or_polyanion,0.8312120333333202
mp-850116,Li8(NiO2)5,Li,oxide,2.623543155000009
mp-776396,Li2MnP2O7,Li,phosphate_or_polyanion,3.5162472933333264
mp-1183161,Al3Cu,Al,other,-0.0215863449999999
mp-1383146,Ca(WO2)2,Ca,oxide,2.310643352500004
mp-26221,Li6Fe3P8O29,Li,phosphate_or_polyanion,5.311046720000002
mp-22601,Ba2Ca2Cu3HgO8,Ca,oxide,3.840469153750002
mp-26749,LiFeP2O7,Li,phosphate_or_polyanion,4.980471823333336
mp-705315,LiCr(PO3)5,Li,phosphate_or_polyanion,5.86446910749999
mp-773611,Na2Ti3Cr(PO4)6,Na,phosphate_or_polyanion,4.975645914999996
mp-780138,Li3V2(SiO5)2,Li,phosphate_or_polyanion,3.496249284999996
mp-767590,Li2V(CO3)2,Li,oxide,2.51909846
mp-504864,YCu(WO4)2,other,oxide,3.669629000000002
mp-770053,LiCoPHO5,Li,phosphate_or_polyanion,4.673346344999997
mp-1040941,CaFe2P2O9,Ca,phosphate_or_polyanion,5.018524015
mp-554868,Al(MoS2)4,Al,sulfide,1.2103568433333318
mp-25449,LiCuPO4,Li,phosphate_or_polyanion,4.011077263333331
mp-1176395,Na2MnPCO7,Na,phosphate_or_polyanion,3.5887955865517287
mp-1176895,Li8Mn7Sn(PO4)12,Li,phosphate_or_polyanion,4.86597678583333
mp-774464,LiCo(SO4)2,Li,sulfide,4.884270373333327
mp-773442,K2Li3MnO4,Li,oxide,2.014728736666669
mp-754510,K3NiPCO7,K,phosphate_or_polyanion,3.9257820730000006
mp-1353844,Zn(FeO2)2,Zn,oxide,2.553742007499999
mp-1226943,Ce4Zn3Sb8,Zn,other,-0.2189519100000007
mp-755361,Na3VBAsO7,Na,phosphate_or_polyanion,2.894381646551725
mp-757135,Li3Fe2NiO6,Li,oxide,4.646636516666665
mp-767819,LiCoP2O7,Li,phosphate_or_polyanion,4.729073117499999
mp-773258,K2CrPCO7,K,phosphate_or_polyanion,3.9337640980000113
mp-1174203,Li4Mn3CoO8,Li,oxide,2.9884158400000067
mp-773283,Li2Mn3FeO8,Li,oxide,4.241679429999996
mp-644527,LiY2Ti2S2O5,Li,sulfide,0.8537758733333237
mp-766120,Li3VSi2O7,Li,phosphate_or_polyanion,3.3891915900000003
mp-19161,Ca2CoWO6,Ca,oxide,3.736330319999996
mp-1234027,CaHo2Cu(SiO3)4,Ca,phosphate_or_polyanion,0.1673892850000014
mp-771688,Li4Mn3Nb2Cr3O16,Li,oxide,3.7902388325
mp-1045438,Al(FeS2)2,Al,sulfide,0.5827683000000002
mp-752744,Li4Mn5O9F,Li,halide,3.3418349958333353
mp-561238,AlFeF5,Al,halide,4.2654978299999975
mp-504214,LiCoP2O7,Li,phosphate_or_polyanion,4.986266474999999
mp-1041017,Mn2ZnP2O9,Zn,phosphate_or_polyanion,1.8265532699999985
mp-754793,LiCoPHO5,Li,phosphate_or_polyanion,4.677267785833334
mp-780188,Li6Fe5O12,Li,oxide,4.122444820000004
mvc-1257,Sr2YVCu2O7,other,oxide,2.81346874
mp-1046512,Ba2Ca2Tl2Ni3O10,Ca,oxide,3.79886777375
mp-779855,Na6V2P(CO4)4,Na,phosphate_or_polyanion,2.851834415000009
mp-1206176,Rb2NaCuF6,Na,halide,5.270177665000001
mp-1177869,Li2V3CoO8,Li,oxide,3.512317765833335
mp-1234356,Sm8MgTi4O20,Mg,oxide,-0.7014614149999926
mp-32384,Li4Ni7(PO4)6,Li,phosphate_or_polyanion,4.376477665833325
mp-763611,Li2Mn7O12,Li,oxide,3.4378817050000285
mp-760234,Li4V2(PO4)3,Li,phosphate_or_polyanion,1.7501532908333437
mp-1042703,CaCu3(SbO3)4,Ca,oxide,2.073606199999996
mp-757012,Li3TiV3O8,Li,oxide,1.8860462283333324
mp-765973,Li2Mn(CO3)2,Li,oxide,3.892623563333321
mvc-6749,ZnCuW2O7,Zn,oxide,0.605339393333336
mp-27080,LiNi3P4O15,Li,phosphate_or_polyanion,7.1139047283333285
mp-758480,Li3Mn3(PO4)4,Li,phosphate_or_polyanion,4.488635248333343
mp-976923,NaReO3,Na,oxide,1.844006056551724
mp-853151,Li5Mn(Ni2O5)2,Li,oxide,3.6987024649999873
mp-1047660,Mn2ZnO4,Zn,oxide,1.6014407799999977
mp-1080847,Mg3SbN,Mg,other,0.9748246991666668
mp-540433,Li2Fe3(P2O7)2,Li,phosphate_or_polyanion,3.974167163333338
mp-760147,Li5CoO4,Li,oxide,3.232615418333329
mp-1306001,Li4Ni3SbO8,Li,oxide,4.149162853333341
mp-4711,Li2CuO2,Li,oxide,2.5692792783333296
mvc-12821,ZnCo2(P2O7)2,Zn,phosphate_or_polyanion,2.7281390999999977
mp-770894,Li2CrPO4F,Li,halide,1.4966793795833315
mp-770910,Li3Mn(BO3)2,Li,phosphate_or_polyanion,3.623734060000008
mp-26965,Li2CrP2O7,Li,phosphate_or_polyanion,4.350243368333342
mp-1388114,CaCrF4,Ca,halide,4.962554234999998
mp-1043509,ZnCo(Si2O5)2,Zn,phosphate_or_polyanion,1.8396356237499991
mp-765679,Na5(NiO2)6,Na,oxide,2.6348004229999957
mp-25911,LiV3(P3O10)2,Li,phosphate_or_polyanion,3.205888788333316
mp-555137,K3SbN3(O3F)3,K,halide,5.114532012999997
mp-775511,KLi(WO3)6,Li,oxide,1.6405720800000032
mp-771608,Li3V6O16,Li,oxide,3.208125279999995
mp-775902,LiV3OF11,Li,halide,4.472752693333338
mp-753100,Li4Ni3Sn(PO4)4,Li,phosphate_or_polyanion,3.720390370833333
mp-557950,TiZn(BiO3)2,Zn,oxide,2.6983594450000017
mp-776979,Li9(CoO4)2,Li,oxide,3.67299269083333
mp-1041051,CaV2O4,Ca,oxide,2.704039505
mp-1046807,Ca(Cu2O3)2,Ca,oxide,3.797781760000002
mp-773453,K2FePCO7,K,phosphate_or_polyanion,3.965656262999993
mp-1044499,PrZn(SnO3)2,Zn,oxide,1.2529840075000005
mp-26327,Li6Bi3P8O29,Li,phosphate_or_polyanion,4.879698151666668
mp-1177265,Li4V2(PO4)3,Li,phosphate_or_polyanion,1.610991777500009
mp-778578,Li2Co2(SO4)3,Li,sulfide,4.640828043333333
mp-1354911,Al5(CoO4)3,Al,oxide,3.3310376399999986
mp-31614,Li3Co3(PO4)4,Li,phosphate_or_polyanion,5.291712258333334
mp-762407,Li6Mn5O10,Li,oxide,2.3016482399999973
mp-775329,Na3Li2Fe5(SiO3)10,Li,phosphate_or_polyanion,4.881942645000015
mp-756757,LiMn2OF3,Li,halide,3.0525088108333356
mp-557958,Cs2KNiF6,K,halide,4.429333098000001
mp-760848,Li10Fe3Co7O20,Li,oxide,3.557254628333344
mp-767093,LiFe2(PO4)2,Li,phosphate_or_polyanion,3.5003797350000005
mp-768144,Na2SbPCO7,Na,phosphate_or_polyanion,3.887243350000001
mp-772345,Li4Mn3O8,Li,oxide,3.750642780000012
mp-1110637,Na2LiNbF6,Na,halide,0.942064350000002
mp-773728,Li5V18O44,Li,oxide,3.5134062899999825
mp-771063,Li4Fe3Ni(PO4)4,Li,phosphate_or_polyanion,3.8449426983333383
mp-935669,Li5V2P5O18,Li,phosphate_or_polyanion,6.5545421333333325
mp-778768,Li2Co3NiO8,Li,oxide,3.971728509999996
mp-1357678,Ca3Cr6(FeO6)4,Ca,oxide,3.2176374783333284
mp-771918,Li2MnPO4F,Li,halide,3.711764778333351
mp-705381,LiFe3P4O15,Li,phosphate_or_polyanion,5.550832065833337
mp-758152,Li4Ti3Mn3(TeO8)2,Li,oxide,3.2448664858333314
mp-764912,Li3MnFeCo(PO4)3,Li,phosphate_or_polyanion,5.692489526666667
mp-1048653,Sr3MgCo2S2O5,Mg,sulfide,1.9173858149999967
mp-763462,Li2Co3(SiO4)2,Li,phosphate_or_polyanion,3.722677633333324
mp-761138,Li2Mn4OF8,Li,halide,3.5983588608333337
mp-767478,Li4MnFe3(PO4)4,Li,phosphate_or_polyanion,3.508258431250004
mp-757170,Li4Mn3Sn(PO4)4,Li,phosphate_or_polyanion,3.209132739583336
mp-767564,Na5LiFe6(SiO3)12,Li,phosphate_or_polyanion,4.7156808299999735
mp-1043308,ZnCr(GeO3)2,Zn,oxide,1.0838236124999958
mp-755201,Li3Fe(CuO3)2,Li,oxide,4.044285213333329
mp-26435,LiCrP2O7,Li,phosphate_or_polyanion,5.270360383333331
mp-1177074,Li7Mn4(P2O7)4,Li,phosphate_or_polyanion,4.305873348333312
mp-1177943,Li2FeO2,Li,oxide,2.8417106908333336
mp-765701,Li4V3FeO8,Li,oxide,2.927980590000009
mvc-15604,AlCrO3,Al,oxide,0.96521064
mp-18950,BaCa(FeO2)4,Ca,oxide,4.608800603750001
mp-1047886,CaMn3P3O13,Ca,phosphate_or_polyanion,4.451734935000007
mp-1048325,Ba2YCr3O7,other,oxide,3.0608911733333315
mp-1042392,MgBiSbO5,Mg,oxide,4.165920796250001
mp-764860,Li3VO3F,Li,halide,2.930213423333332
mp-755797,LiTi8O13,Li,oxide,0.53742122333333
mp-831163,LiMnBO3,Li,phosphate_or_polyanion,3.4318944883333313
mvc-12764,Ca3Fe2(MoO6)2,Ca,oxide,4.494554843749991
mp-1233721,MgV6O11F,Mg,halide,0.7548217950000027
mp-763664,LiTiMn3O8,Li,oxide,3.457669643333323
mp-758670,Li3VF5,Li,halide,2.0058644233333327
mp-758475,Li4(CuO2)3,Li,oxide,2.968585270000004
mp-1047909,BaCaCrF7,Ca,halide,5.35834974
mp-975050,Rb3Co,other,other,-1.1292822591666667
mp-860939,LiMnPO4,Li,phosphate_or_polyanion,3.8407628366666673
mp-26985,Li2Fe3(P2O7)2,Li,phosphate_or_polyanion,3.6266346133333274
mp-26379,LiMnP2O7,Li,phosphate_or_polyanion,4.5293552733333415
mp-765833,Li6Fe5NiO12,Li,oxide,3.95228533833333
mp-541620,Ca2Fe9O13,Ca,oxide,2.918665745000006
mp-774071,Li2Mn3(CoO4)3,Li,oxide,4.070093200000008
mp-1110976,Cs2LiBiF6,other,halide,4.794268841206898
mp-759919,Li4CrFe3O8,Li,oxide,4.079103233333332
mp-1046242,SrCaSn(PO4)2,Ca,phosphate_or_polyanion,2.900143573750003
mp-776053,Li2TiMn2O6,Li,oxide,3.331597120833334
mp-781502,Li2Mn3(BO3)3,Li,phosphate_or_polyanion,3.512855903333336
mp-1044892,BaZn(WO2)4,Zn,oxide,-0.2542356975000026
mp-26089,Li2CoP2O7,Li,phosphate_or_polyanion,4.791465150833337
mp-558694,CsFeF3,other,halide,1.6870180079310364
mp-778867,Li3Mn4(BO3)4,Li,phosphate_or_polyanion,3.2672343233333314
mp-1341727,CaTi5O7,Ca,oxide,1.3222768450000004
mvc-3497,ZnNiF4,Zn,halide,3.6562111550000007
mp-760354,LiFeF3,Li,halide,3.246644476666668
mp-1105628,NaMn(GeO3)2,Na,oxide,3.95414603155172
mp-557315,Na2V3O7,Na,oxide,3.230103204885058
mp-757761,Li3V(Si2O5)3,Li,phosphate_or_polyanion,1.8990783883333553
mp-1638691,CaLaFeWO6,Ca,oxide,2.543917697500002
mp-8530,Ca(Mo3S4)2,Ca,sulfide,1.8230582899999943
mp-1048946,Ca(CoO2)2,Ca,oxide,3.1488187949999995
mvc-6340,Ca(MoO2)2,Ca,oxide,2.2214933550000024
mp-758799,Li9Co15O28,Li,oxide,3.42231700933334
mp-776365,Li9Mn21O40,Li,oxide,3.8919638655555593
mp-763620,LiCo2C2O7,Li,oxide,4.432258249999995
mp-763463,LiP4WO12,Li,phosphate_or_polyanion,3.522949280000011
mp-765102,LiTi(PO3)4,Li,phosphate_or_polyanion,2.748899728333332
mp-764935,Li(CoO2)2,Li,oxide,3.2787688700000124
mp-761493,KMn6O12,K,oxide,3.544521713000024
mvc-15888,MgVO3,Mg,oxide,2.4475062950000046
mp-31557,LiCo6P7O24,Li,phosphate_or_polyanion,4.3280265783333265
mp-1043166,ZnNi(GeO3)2,Zn,oxide,3.033971694999999
mp-21470,Ca2MnGaO5,Ca,oxide,3.4997187949999953
mp-753549,LiV6O7F5,Li,halide,3.4286954833333185
mp-763955,Li4MnV3O8,Li,oxide,2.5875438499999937
mp-759199,Li4Cr3FeO8,Li,oxide,3.5670394733333284
mp-752805,Li6Mn3V(PO4)6,Li,phosphate_or_polyanion,3.965019638333335
mp-769153,Li2SbSO4F3,Li,halide,4.301131522500002
mp-566784,K2MnP2O7,K,phosphate_or_polyanion,3.980542631749998
mp-1328802,Y4(Mo2O7)3,other,oxide,3.616899288888883
mp-771420,Na3VSiCO7,Na,phosphate_or_polyanion,2.43861146
mp-776397,LiMn2PO5,Li,phosphate_or_polyanion,2.386426878333329
mp-1176951,Li6NbV3(PO4)6,Li,phosphate_or_polyanion,2.745027495000002
mp-1301164,LiCo3NiO8,Li,oxide,4.211391868333327
mp-1043757,CaTiBi(PO4)3,Ca,phosphate_or_polyanion,3.891165195000016
mp-1287570,CaMn2O4,Ca,oxide,3.11694083
mp-773952,LiP5WO15,Li,phosphate_or_polyanion,5.391871595000003
mp-1222623,LiLa3MnO7,Li,oxide,4.675377400833331
mp-767795,LiFeP2O7,Li,phosphate_or_polyanion,4.668105545000008
mp-769413,Na6Bi2C4SO16,Na,sulfide,1.3004501049999917
mp-1110979,Cs2NaSbF6,other,halide,3.0961607112068963
mp-764350,Li3MnF5,Li,halide,3.5110365800000003
mp-1177787,Li2VF6,Li,halide,4.684725419999991
mvc-4994,Ca2MoWO6,Ca,oxide,2.616529368750004
mp-771436,Li3MnBAsO7,Li,phosphate_or_polyanion,3.515752705000002
mp-566257,Li4Mo3O8,Li,oxide,2.978651636666669
mp-1044468,BaCaCr4O8,Ca,oxide,2.82065009375
mp-1112952,Cs3SbBr6,other,halide,2.8616522637068984
mp-1376144,Mg2CrIrO6,Mg,oxide,3.199078803749999
mp-887355,Li7MnCo3(PO4)6,Li,phosphate_or_polyanion,3.603061913333311
mp-774490,Li4Mn3Fe2Sb3O16,Li,oxide,3.424569425833337
mp-1041171,Ca(FeO2)2,Ca,oxide,4.020582738333334
mp-753735,Li5Mn5O9F,Li,halide,2.651244743333341
mp-777573,Li2Fe2(SO4)3,Li,sulfide,3.668856170833334
mp-765803,Li2FeCoO4,Li,oxide,3.452480195000005
mp-1111822,Cs2NaMoBr6,Na,halide,2.248974254999996
mp-853191,Na6V2C4SO16,Na,sulfide,2.320517469999994
mp-773347,Li2MnFeO4,Li,oxide,3.102583644999989
mp-690572,Li5(NiO2)6,Li,oxide,3.522152410000013
mp-771743,Na3FeBPO7,Na,phosphate_or_polyanion,3.675919689999996
mp-759519,Li2V(CO3)2,Li,oxide,2.135855028333343
mp-1391777,V4ZnO8,Zn,oxide,0.614312414999994
mp-1046351,Ba2YTlFe2O7,other,oxide,3.04295409
mp-757068,Li4CrNi3(PO4)4,Li,phosphate_or_polyanion,4.358844675833329
mp-1013987,LiNi2P2O9,Li,phosphate_or_polyanion,5.268835358333338
mp-1043368,VZn(GeO3)2,Zn,oxide,0.574557065000001
mp-780526,Li2MnCSO7,Li,sulfide,3.635688713333327
mp-27067,Li7Mo4P9O32,Li,phosphate_or_polyanion,2.447750039583359
mp-768040,Li11Mn12(BO3)12,Li,phosphate_or_polyanion,3.664974360000013
mp-1044778,PrZn(MoO3)2,Zn,oxide,0.5913809300000002
